,Actual Vote of Justice 1,Actual Vote of Justice 2,Actual Vote of Justice 3,Actual Vote of Justice 4,Actual Vote of Justice 5,Actual Vote of Justice 6,Actual Vote of Justice 7,Actual Vote of Justice 8,Actual Vote of Justice 9,Actual Winning Party,Case IDs,Code for Justice 1,Code for Justice 2,Code for Justice 3,Code for Justice 4,Code for Justice 5,Code for Justice 6,Code for Justice 7,Code for Justice 8,Code for Justice 9,Prediction Vote of Justice 1,Prediction Vote of Justice 2,Prediction Vote of Justice 3,Prediction Vote of Justice 4,Prediction Vote of Justice 5,Prediction Vote of Justice 6,Prediction Vote of Justice 7,Prediction Vote of Justice 8,Prediction Vote of Justice 9,Prediction for Winning Party
615,[1],[1],[1],[1],[1],[1],[1],[1],[1],[0],1990059,95,100,102,103,104,105,106,107,98,1,1,1,1,1,1,1,1,1,1
616,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1946038,86,84,81,80,79,78,85,82,87,1,1,1,1,1,1,1,1,1,1
617,[1],[1],[1],[1],[1],[1],[3],[3],[3],[0],1988145,98,92,95,100,102,103,104,105,106,1,1,1,1,1,1,1,1,1,0
618,[1],[1],[1],[2],[1],[1],[1],[1],[1],[0],1999065,107,108,109,110,102,103,104,105,106,1,1,1,1,1,1,1,1,1,0
619,[4],[4],[1],[2],[1],[1],[1],[1],[1],[1],1962143,81,94,92,95,90,88,96,91,78,1,1,1,2,1,1,1,1,1,1
620,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1963072,81,94,92,95,90,88,96,90,78,1,1,1,1,1,1,1,1,1,1
621,[1],[1],[2],[1],[1],[1],[1],[2],[1],[1],1957034,93,86,91,78,81,92,90,88,80,1,1,1,1,1,1,1,2,1,1
622,[1],[2],[2],[1],[1],[1],[4],[1],[1],[1],1994038,106,107,108,109,110,102,103,104,105,1,1,1,1,1,1,1,1,1,0
623,[2],[2],[1],[1],[2],[3],[1],[1],[1],[0],1991107,103,104,105,106,107,108,95,100,102,2,1,1,1,1,1,1,1,1,1
624,[2],[1],[2],[1],[1],[1],[1],[2],[2],[1],1977086,99,92,94,95,98,100,101,102,103,1,1,1,1,1,1,1,2,1,1
625,[1],[2],[2],[1],[1],[2],[1],[2],[2],[0],1997054,106,107,108,109,110,102,103,104,105,1,1,1,1,1,1,2,1,1,1
626,[2],[1],[2],[2],[3],[1],[1],[1],[1],[1],2008022,107,108,109,110,112,111,103,105,106,1,1,1,1,1,1,1,1,1,1
627,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],2008023,107,108,109,110,112,111,103,105,106,1,1,1,1,1,1,1,1,1,1
628,[1],[1],[1],[1],[4],[4],[4],[1],[1],[1],1982167,98,92,95,99,100,101,102,103,104,1,1,1,1,1,1,1,1,1,1
629,[1],[2],[1],[1],[2],[2],[1],[2],[1],[1],2002065,110,102,103,104,105,106,107,108,109,1,2,1,1,1,1,1,1,1,1
630,[1],[1],[2],[1],[1],[4],[2],[2],[1],[1],1947036,86,84,81,80,79,78,85,82,87,1,1,2,1,1,1,2,1,1,0
631,[1],[1],[1],[1],[1],[2],[3],[2],[2],[1],1993064,106,107,108,109,110,102,103,104,105,1,1,1,1,1,1,2,1,1,0
632,[1],[1],[1],[1],[1],[1],[1],[3],[1],[0],1975050,94,98,92,95,99,100,101,102,103,1,1,1,1,1,1,1,1,1,1
633,[2],[2],[1],[1],[1],[1],[2],[3],[1],[1],2008039,107,108,109,110,112,111,103,105,106,1,2,1,1,1,1,2,1,1,0
634,[1],[1],[1],[1],[1],[1],[4],[1],[1],[0],1998017,106,107,108,109,110,102,103,104,105,1,1,1,1,1,1,1,1,1,0
635,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1988039,98,92,95,100,102,103,104,105,106,1,1,1,1,1,1,1,1,1,1
636,[1],[1],[1],[1],[1],[2],[1],[1],[1],[1],1956046,81,92,90,88,80,86,91,78,81,1,1,1,1,1,2,1,1,1,1
637,[1],[1],[1],[1],[1],[1],[1],[1],[1],[0],1965013,94,92,95,90,88,97,91,78,81,1,1,1,1,1,1,1,1,1,1
638,[1],[1],[4],[1],[1],[1],[1],[1],[2],[1],1970143,92,95,99,100,81,94,98,92,95,1,1,1,1,1,1,1,1,1,1
639,[4],[4],[1],[1],[1],[1],[2],[1],[1],[0],1969014,91,92,94,95,98,91,78,81,94,1,1,1,1,1,1,1,1,1,1
640,[2],[2],[3],[1],[1],[1],[1],[1],[1],[1],1988084,98,92,95,100,102,103,104,105,106,2,2,1,1,1,1,1,1,1,1
641,[1],[1],[1],[1],[1],[1],[1],[1],[1],[0],1997005,106,107,108,109,110,102,103,104,105,1,1,1,1,1,1,1,1,1,1
642,[1],[1],[1],[3],[1],[4],[1],[1],[1],[1],1980084,94,98,92,95,99,100,101,102,103,1,1,1,1,1,1,1,1,1,1
643,[1],[1],[1],[2],[1],[1],[1],[1],[1],[1],1982115,98,92,95,99,100,101,102,103,104,1,1,1,2,1,1,1,1,1,1
644,[1],[1],[1],[1],[2],[1],[1],[2],[1],[1],1981131,98,92,95,99,100,101,102,103,104,1,1,1,1,2,1,1,2,1,1
645,[2],[3],[2],[1],[3],[3],[2],[2],[1],[1],2003081,104,105,106,107,108,109,110,102,103,1,2,1,1,1,1,1,1,1,1
646,[1],[3],[1],[2],[3],[2],[2],[1],[1],[0],1972179,100,101,102,81,94,98,92,95,99,1,1,1,2,1,2,2,1,1,1
647,[2],[1],[1],[1],[1],[1],[1],[1],[1],[0],1982052,98,92,95,99,100,101,102,103,104,2,1,1,1,1,1,1,1,1,1
648,[1],[4],[1],[1],[1],[1],[1],[1],[1],[0],2014059,112,113,114,111,105,106,108,109,110,1,1,1,1,1,1,1,1,1,1
649,[1],[1],[1],[1],[1],[1],[1],[2],[2],[1],1973078,100,101,102,81,94,98,92,95,99,1,1,1,2,1,1,1,1,1,1
650,[1],[1],[2],[3],[2],[2],[1],[2],[4],[1],1986069,98,92,95,100,101,102,103,104,105,1,1,1,1,2,2,1,2,1,1
651,[1],[1],[2],[1],[1],[1],[1],[1],[1],[0],2008070,108,109,110,112,113,111,103,105,106,1,1,1,1,1,1,1,1,1,1
652,[1],[1],[1],[1],[1],[1],[1],[2],[4],[1],1994037,106,107,108,109,110,102,103,104,105,1,1,1,1,1,1,1,1,1,1
653,[2],[1],[1],[1],[2],[1],[2],[1],[1],[1],2014045,112,113,114,111,105,106,108,109,110,1,1,1,1,1,1,2,1,1,1
654,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1987035,98,92,95,100,102,103,104,105,106,1,1,1,1,1,1,1,1,1,1
655,[1],[2],[1],[1],[2],[3],[3],[1],[1],[1],2003054,104,105,106,107,108,109,110,102,103,1,2,1,1,2,1,1,1,1,1
656,[1],[1],[1],[1],[1],[1],[1],[2],[2],[0],1975040,94,98,92,95,99,100,101,102,103,1,1,1,1,1,1,1,1,2,1
657,[2],[1],[1],[1],[3],[3],[1],[2],[2],[1],1979052,94,98,92,95,99,100,101,102,103,2,1,1,1,1,1,1,2,1,1
658,[2],[2],[2],[1],[1],[1],[1],[1],[2],[1],1977129,94,98,92,95,99,100,101,102,103,2,2,2,1,1,1,1,1,2,1
659,[2],[2],[1],[1],[1],[1],[2],[1],[1],[1],1948100,86,84,81,80,79,78,85,82,87,1,1,1,1,1,1,2,1,1,0
660,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1986065,98,92,95,100,101,102,103,104,105,1,1,1,1,1,1,1,1,1,1
661,[1],[2],[1],[1],[1],[1],[1],[1],[2],[1],1971086,100,101,102,81,94,98,92,95,99,2,1,2,1,1,1,1,1,2,1
662,[2],[2],[2],[1],[1],[1],[1],[1],[1],[1],1984067,98,92,95,99,100,101,102,103,104,2,2,1,1,1,1,1,1,1,0
663,[1],[4],[1],[2],[1],[1],[2],[1],[2],[1],1965063,88,91,92,94,95,97,91,78,81,1,1,1,1,1,1,1,2,1,1
664,[1],[1],[3],[2],[4],[1],[2],[1],[3],[1],2016009,111,106,108,109,110,112,113,114,115,1,1,1,1,1,1,1,1,1,1
665,[1],[1],[1],[1],[1],[1],[2],[1],[2],[1],2011056,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,2,1,2,1
666,[1],[4],[4],[2],[1],[4],[5],[3],[4],[0],1978124,94,98,92,95,99,100,101,102,103,1,1,1,2,1,1,1,1,1,1
667,[1],[2],[1],[1],[1],[1],[1],[1],[1],[1],1957154,80,93,91,78,81,94,92,90,88,1,2,1,1,1,1,1,1,1,0
668,[1],[2],[2],[2],[1],[1],[1],[1],[1],[0],1976110,94,98,92,95,99,100,101,102,103,1,2,2,2,1,1,1,1,1,0
669,[1],[1],[2],[1],[4],[1],[1],[1],[1],[1],1952070,88,86,84,81,80,79,78,87,89,1,1,2,1,1,1,1,1,1,0
670,[1],[2],[3],[1],[1],[1],[1],[2],[2],[0],2009082,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,1,1,1,1
671,[1],[3],[1],[1],[1],[1],[3],[1],[1],[0],1948031,86,84,81,80,79,78,85,82,87,1,1,1,3,1,1,1,1,1,0
672,[1],[1],[1],[1],[1],[2],[2],[1],[1],[1],1982089,98,92,95,99,100,101,102,103,104,1,1,1,1,1,2,2,1,1,0
673,[1],[2],[3],[2],[2],[1],[1],[2],[1],[0],1985095,98,92,95,99,100,101,102,103,104,1,1,1,2,1,1,1,1,1,1
674,[2],[2],[1],[1],[2],[1],[1],[4],[1],[0],1982139,98,92,95,99,100,101,102,103,104,2,2,1,1,2,1,1,1,1,1
675,[2],[1],[1],[1],[4],[1],[4],[2],[3],[1],1975091,94,98,92,95,99,100,101,102,103,2,1,1,1,1,1,1,2,1,1
676,[1],[2],[1],[2],[2],[1],[1],[1],[1],[0],2006004,106,107,108,109,110,111,112,103,105,1,2,1,2,1,1,1,1,1,1
677,[2],[4],[1],[1],[4],[1],[1],[2],[1],[1],1991070,103,104,105,106,107,108,95,100,102,2,1,1,1,1,1,1,2,1,1
678,[1],[1],[1],[1],[1],[1],[2],[1],[3],[1],1997071,106,107,108,109,110,102,103,104,105,1,1,1,1,1,1,2,1,1,1
679,[4],[4],[1],[4],[1],[1],[1],[4],[1],[1],1988082,98,92,95,100,102,103,104,105,106,1,1,1,1,1,1,1,1,1,0
680,[1],[1],[1],[1],[1],[1],[2],[1],[1],[1],2007039,107,108,109,110,112,111,103,105,106,1,1,1,1,1,1,2,1,1,0
681,[1],[2],[2],[2],[1],[1],[1],[1],[2],[1],1990087,95,98,100,103,104,105,106,107,98,3,1,1,2,1,1,1,1,2,0
682,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1946099,86,84,81,80,79,78,85,82,87,1,1,1,1,1,1,1,1,1,0
683,[1],[4],[1],[4],[1],[1],[1],[1],[1],[1],1947064,86,84,81,80,79,78,85,82,87,1,1,1,1,1,1,1,1,1,1
684,[1],[4],[4],[1],[4],[2],[3],[2],[3],[0],2009051,108,109,110,112,113,111,103,105,106,1,1,1,1,1,1,1,1,1,1
685,[1],[1],[2],[1],[1],[1],[1],[1],[2],[0],1960027,80,93,91,78,81,94,92,90,88,1,1,1,1,1,1,1,1,1,1
686,[2],[2],[1],[2],[2],[1],[1],[1],[1],[0],1986129,98,92,95,100,101,102,103,104,105,2,2,1,2,1,1,1,1,1,1
687,[2],[2],[1],[1],[1],[1],[1],[1],[1],[0],1958022,80,93,91,78,81,94,92,90,88,1,1,1,1,1,1,1,1,1,1
688,[1],[1],[1],[1],[1],[3],[1],[1],[1],[1],1975060,94,98,92,95,99,100,101,102,103,1,1,1,1,1,1,1,1,1,1
689,[1],[1],[1],[1],[1],[2],[1],[1],[1],[0],1956049,88,80,86,91,78,81,92,90,88,1,1,1,1,1,1,1,1,1,0
690,[1],[1],[1],[1],[1],[1],[1],[1],[1],[0],1950053,87,78,79,80,81,84,86,88,89,1,1,1,1,1,1,1,1,1,0
691,[2],[2],[1],[2],[1],[1],[2],[1],[1],[0],1986130,98,92,95,100,101,102,103,104,105,2,2,1,2,1,1,2,1,1,1
692,[2],[1],[2],[1],[1],[1],[2],[1],[1],[0],1997003,106,107,108,109,110,102,103,104,105,1,2,1,2,2,1,2,1,1,1
693,[1],[1],[1],[4],[1],[4],[1],[1],[1],[1],1950060,89,88,86,84,81,80,79,78,87,1,1,1,1,1,1,1,1,1,1
694,[1],[3],[1],[1],[1],[1],[1],[1],[3],[1],1982016,98,92,95,99,100,101,102,103,104,1,1,1,1,1,1,1,1,1,1
695,[1],[2],[2],[2],[1],[1],[1],[1],[2],[1],1977032,94,98,92,95,99,100,101,102,103,1,2,2,1,1,1,1,1,2,1
696,[2],[2],[1],[2],[1],[2],[1],[1],[1],[1],1989028,98,92,95,100,102,103,104,105,106,2,2,1,2,1,2,1,1,1,1
697,[1],[1],[1],[2],[1],[1],[1],[1],[1],[1],1973086,100,101,102,81,94,98,92,95,99,1,1,1,2,1,1,1,1,1,1
698,[1],[1],[3],[1],[1],[3],[1],[1],[1],[1],1986096,98,92,95,100,101,102,103,104,105,1,1,1,1,1,1,1,1,1,1
699,[1],[2],[2],[2],[1],[1],[1],[1],[3],[1],1977132,94,98,92,95,99,100,101,102,103,1,2,2,2,1,1,1,1,1,1
700,[1],[2],[1],[4],[2],[1],[1],[1],[1],[0],2015044,111,106,108,109,110,112,113,114,111,1,1,1,1,1,1,1,1,1,0
701,[4],[2],[2],[1],[1],[2],[1],[1],[1],[1],1959015,80,93,91,78,81,94,92,90,88,1,1,2,1,1,2,1,1,1,1
702,[4],[1],[1],[1],[1],[1],[1],[1],[1],[1],2002016,108,109,110,102,103,104,105,106,107,1,1,1,1,1,1,1,1,1,1
703,[1],[1],[1],[1],[1],[1],[2],[1],[2],[1],2013029,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,1,1,1,1
704,[1],[1],[1],[1],[1],[1],[2],[2],[1],[0],1948087,86,84,81,80,79,78,85,82,87,1,1,1,1,1,1,2,2,1,0
705,[1],[1],[1],[1],[1],[1],[1],[1],[1],[0],1972175,100,101,102,81,94,98,92,95,99,1,1,1,1,1,1,1,1,1,1
706,[1],[1],[1],[1],[1],[1],[1],[1],[1],[0],1991025,103,104,105,106,107,108,95,100,102,1,1,1,1,1,1,1,1,1,0
707,[1],[1],[2],[1],[2],[1],[3],[1],[1],[1],1948028,86,84,81,80,79,78,85,82,87,1,1,2,1,1,1,1,1,1,1
708,[1],[1],[1],[1],[2],[2],[1],[2],[1],[0],1978134,94,98,92,95,99,100,101,102,103,1,1,1,1,2,1,1,2,1,1
709,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1963058,81,94,92,95,90,88,96,91,78,1,1,1,1,1,1,1,1,1,1
710,[1],[4],[1],[1],[1],[1],[1],[1],[1],[0],1950002,87,78,79,80,81,84,86,88,89,1,1,1,1,1,1,1,1,1,0
711,[4],[4],[1],[4],[1],[2],[1],[1],[1],[1],1993004,105,106,107,108,109,100,102,103,104,1,1,1,1,1,2,1,1,1,0
712,[1],[2],[1],[1],[2],[1],[1],[2],[1],[1],1956036,79,91,78,81,92,90,88,80,86,1,1,1,1,1,1,1,1,1,1
713,[1],[3],[2],[1],[3],[1],[1],[1],[4],[1],2003083,104,105,106,107,108,109,110,102,103,1,1,2,1,1,1,1,1,1,1
714,[3],[1],[1],[2],[3],[1],[1],[1],[1],[1],2013039,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,1,1,1,1
715,[1],[2],[1],[1],[2],[1],[1],[2],[2],[1],1956018,79,91,78,81,92,90,88,80,86,1,1,1,2,1,1,1,1,1,0
716,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],2002050,108,109,110,102,103,104,105,106,107,1,1,1,1,1,1,1,1,1,1
717,[2],[2],[1],[2],[3],[1],[1],[1],[1],[0],2010077,109,110,112,113,114,111,105,106,108,1,1,1,1,2,1,1,1,1,1
718,[2],[2],[1],[1],[3],[1],[1],[2],[3],[1],1984120,98,92,95,99,100,101,102,103,104,2,2,1,1,1,1,1,2,1,1
719,[1],[1],[1],[2],[1],[1],[2],[2],[1],[1],2000064,108,109,110,102,103,104,105,106,107,1,1,1,1,1,1,2,1,2,0
720,[2],[1],[1],[1],[1],[2],[1],[1],[4],[1],1990079,95,98,100,103,104,105,106,107,98,1,1,1,1,1,1,1,1,1,1
721,[1],[1],[1],[1],[3],[1],[1],[2],[1],[1],1973030,100,101,102,81,94,98,92,95,99,1,1,1,1,1,1,1,1,1,1
722,[1],[1],[1],[1],[1],[3],[3],[1],[2],[0],1994068,106,107,108,109,110,102,103,104,105,1,1,1,1,1,1,1,1,2,0
723,[1],[2],[1],[2],[2],[3],[1],[2],[3],[1],1998043,106,107,108,109,110,102,103,104,105,1,2,1,2,2,1,1,1,2,1
724,[1],[2],[1],[1],[4],[4],[1],[1],[1],[0],1980083,99,92,94,95,98,100,101,102,103,1,2,1,1,1,1,1,1,1,1
725,[2],[3],[2],[2],[3],[1],[2],[3],[1],[0],2006032,107,108,109,110,112,111,103,105,106,1,2,1,1,1,1,1,1,1,1
726,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],2012049,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,1,1,1,1
727,[1],[2],[2],[1],[1],[1],[1],[1],[1],[1],1976105,94,98,92,95,99,100,101,102,103,1,2,2,1,1,1,1,1,1,1
728,[1],[1],[1],[1],[1],[1],[2],[1],[1],[0],1995059,106,107,108,109,110,102,103,104,105,1,1,1,1,1,1,2,1,1,0
729,[1],[1],[1],[1],[1],[1],[2],[1],[1],[1],1951041,88,86,84,81,80,79,78,87,89,1,1,1,1,1,1,2,1,1,1
730,[4],[2],[1],[1],[3],[1],[1],[1],[1],[1],1958036,80,93,91,78,81,94,92,90,88,1,1,1,1,1,1,1,1,1,1
731,[4],[1],[1],[1],[1],[1],[1],[1],[1],[1],1964064,81,94,92,95,90,88,96,91,78,1,1,1,1,1,1,1,1,1,0
732,[2],[1],[1],[1],[1],[1],[2],[2],[1],[0],1966080,94,92,95,90,88,97,91,78,81,2,1,1,1,1,1,1,1,1,0
733,[2],[1],[2],[1],[2],[1],[2],[1],[1],[1],1981160,98,92,95,99,100,101,102,103,104,1,1,1,1,2,1,1,1,1,1
734,[1],[1],[2],[2],[1],[1],[1],[1],[2],[0],1947105,86,84,81,80,79,78,85,82,87,1,1,1,2,1,1,1,1,1,0
735,[2],[2],[3],[1],[1],[2],[3],[1],[1],[1],1958035,80,93,91,78,81,94,92,90,88,1,1,1,1,1,2,1,1,1,1
736,[1],[1],[1],[1],[1],[2],[1],[1],[2],[1],1953060,81,90,88,80,86,79,89,84,78,1,1,1,1,1,1,1,1,1,0
737,[2],[1],[2],[1],[2],[1],[3],[1],[1],[1],1965012,94,92,95,90,88,97,91,78,81,1,1,1,1,1,1,1,1,1,1
738,[1],[1],[1],[1],[1],[1],[1],[1],[1],[0],1971136,100,101,102,81,94,98,92,95,99,1,1,1,1,1,1,1,1,1,1
739,[1],[1],[1],[1],[1],[1],[1],[2],[2],[0],1964124,88,91,92,94,95,96,91,78,81,1,1,1,1,1,1,1,1,1,1
740,[1],[1],[1],[2],[1],[1],[4],[1],[1],[0],2010057,109,110,112,113,114,111,105,106,108,1,1,1,2,1,1,1,1,1,1
741,[1],[1],[1],[1],[1],[2],[2],[2],[1],[0],1947115,86,84,81,80,79,78,85,82,87,1,1,1,1,1,1,1,1,1,0
742,[1],[1],[2],[1],[1],[2],[1],[1],[1],[1],1959040,80,93,91,78,81,94,92,90,88,1,1,2,1,1,2,1,1,1,1
743,[2],[1],[3],[2],[1],[1],[1],[1],[1],[1],1977074,94,98,92,95,99,100,101,102,103,2,1,1,1,1,1,1,1,1,1
744,[1],[3],[1],[4],[1],[4],[1],[1],[1],[1],1965004,94,92,95,90,88,97,91,78,81,1,1,1,1,1,1,1,1,1,1
745,[1],[1],[1],[1],[1],[1],[1],[2],[1],[1],1982012,98,92,95,99,100,101,102,103,104,1,1,1,1,1,1,1,2,1,1
746,[1],[4],[1],[1],[1],[1],[3],[1],[1],[1],2006044,108,109,110,111,112,103,105,106,107,1,1,1,1,1,1,1,1,1,1
747,[1],[2],[1],[2],[1],[1],[1],[1],[2],[0],1990030,95,100,102,103,104,105,106,107,98,1,2,1,2,1,1,1,1,1,1
748,[2],[2],[1],[1],[2],[1],[1],[2],[1],[0],1982129,98,92,95,99,100,101,102,103,104,2,2,1,1,2,1,1,2,1,0
749,[3],[1],[3],[1],[1],[1],[1],[1],[1],[1],1997069,106,107,108,109,110,102,103,104,105,1,1,1,1,1,1,1,1,1,1
750,[1],[1],[1],[2],[2],[2],[1],[2],[1],[0],1976090,94,98,92,95,99,100,101,102,103,1,2,2,1,2,1,1,1,1,0
751,[1],[1],[1],[1],[1],[1],[1],[1],[1],[0],1995062,106,107,108,109,110,102,103,104,105,1,1,1,1,1,1,1,1,1,0
752,[1],[1],[1],[1],[1],[2],[2],[1],[2],[1],1981157,98,92,95,99,100,101,102,103,104,1,1,1,1,1,2,2,1,2,1
753,[1],[1],[2],[1],[1],[1],[1],[1],[1],[1],2010008,109,110,112,113,114,111,105,106,108,1,2,1,2,1,1,1,1,1,1
754,[1],[1],[1],[1],[1],[1],[1],[4],[4],[1],1965102,94,92,95,90,88,97,91,78,81,1,1,1,1,1,1,1,1,1,1
755,[1],[1],[2],[1],[1],[2],[2],[2],[1],[0],1947116,86,84,81,80,79,78,85,82,87,1,1,2,1,1,2,2,2,1,0
756,[1],[1],[1],[2],[2],[1],[1],[1],[2],[1],2008007,107,108,109,110,112,111,103,105,106,1,1,1,1,1,1,1,1,1,1
757,[2],[3],[1],[1],[1],[1],[1],[1],[1],[1],1983058,98,92,95,99,100,101,102,103,104,2,1,1,1,1,1,1,1,1,1
758,[1],[2],[1],[1],[1],[1],[1],[1],[1],[1],1958018,80,93,91,78,81,94,92,90,88,1,1,1,1,1,1,1,1,1,1
759,[1],[1],[1],[2],[2],[1],[4],[2],[1],[1],1960002,80,93,91,78,81,94,92,90,88,1,1,1,2,2,1,1,2,1,1
760,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1992086,105,106,107,108,109,100,102,103,104,1,1,1,1,1,1,1,1,1,0
761,[1],[1],[1],[1],[1],[1],[1],[1],[1],[0],2007017,108,109,110,111,112,103,105,106,107,1,1,1,1,1,1,1,1,1,1
762,[1],[4],[4],[1],[4],[4],[1],[1],[1],[1],1951039,88,86,84,81,80,79,78,87,89,1,1,1,1,1,1,1,1,1,1
763,[1],[2],[3],[1],[1],[1],[1],[1],[1],[1],1957126,93,86,91,78,81,92,90,88,80,3,2,1,1,1,1,1,1,1,1
764,[1],[1],[1],[3],[1],[3],[1],[1],[1],[0],1974089,100,101,102,81,94,98,92,95,99,1,1,1,1,1,1,1,1,1,1
765,[1],[1],[1],[4],[1],[1],[1],[1],[4],[0],1973026,100,101,102,81,94,98,92,95,99,1,1,1,1,1,1,1,1,1,1
766,[2],[1],[2],[1],[2],[1],[1],[1],[1],[1],1981177,98,92,95,99,100,101,102,103,104,2,1,1,1,2,1,1,1,1,1
767,[1],[1],[1],[2],[2],[1],[2],[1],[1],[1],1957085,93,86,91,78,81,92,90,88,80,1,1,1,2,2,1,2,1,1,1
768,[1],[1],[2],[4],[4],[1],[1],[5],[2],[0],1960083,80,93,91,78,81,94,92,90,88,1,1,2,1,1,1,1,1,1,1
769,[1],[4],[1],[4],[1],[2],[4],[1],[2],[1],1965120,88,91,92,94,95,97,91,78,81,1,1,1,1,1,1,1,1,2,1
770,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1982136,98,92,95,99,100,101,102,103,104,1,1,1,1,1,1,1,1,1,1
771,[1],[1],[1],[1],[1],[1],[2],[1],[1],[1],1955070,89,91,78,81,90,88,80,86,79,1,1,1,1,1,1,2,1,1,1
772,[2],[2],[5],[4],[1],[1],[3],[1],[1],[1],1970098,94,98,92,95,99,100,91,78,81,1,1,1,1,1,1,1,1,1,1
773,[1],[2],[1],[1],[2],[1],[1],[2],[1],[1],1968105,81,94,98,92,95,90,91,78,81,1,2,1,1,1,1,1,1,1,0
774,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1948040,86,84,81,80,79,78,85,82,87,1,1,1,1,1,1,1,1,1,0
775,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1992110,105,106,107,108,109,100,102,103,104,1,1,1,1,1,1,1,1,1,0
776,[1],[1],[1],[1],[1],[1],[1],[2],[1],[0],1963023,81,94,92,95,90,88,96,91,78,1,1,1,1,1,1,1,1,1,1
777,[1],[1],[1],[1],[4],[1],[1],[3],[3],[1],1996022,106,107,108,109,110,102,103,104,105,1,1,1,1,1,1,1,1,1,0
778,[1],[2],[2],[1],[1],[4],[1],[2],[2],[1],1991059,103,104,105,106,107,108,95,100,102,1,1,1,1,1,1,1,1,1,0
779,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1972053,100,101,102,81,94,98,92,95,99,1,1,1,1,1,1,1,1,1,1
780,[1],[1],[1],[2],[1],[1],[2],[2],[1],[1],1968139,98,92,95,99,91,78,81,94,98,1,1,1,1,1,1,1,1,1,1
781,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1975168,94,98,92,95,99,100,101,102,103,1,1,1,1,1,1,1,1,1,1
782,[1],[1],[3],[3],[3],[1],[1],[4],[3],[0],1988096,98,92,95,100,102,103,104,105,106,1,1,1,1,1,1,1,1,1,1
783,[1],[1],[2],[1],[1],[1],[2],[1],[1],[1],2012012,109,110,112,113,114,111,105,106,108,1,1,2,1,1,1,1,1,1,1
784,[1],[2],[3],[4],[1],[1],[1],[1],[1],[0],1992065,103,104,105,106,107,108,95,100,102,1,2,1,1,1,1,1,1,1,1
785,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],2001056,108,109,110,102,103,104,105,106,107,1,1,1,1,1,1,1,1,1,0
786,[1],[1],[2],[1],[1],[1],[3],[1],[3],[0],2012030,109,110,112,113,114,111,105,106,108,1,1,2,1,1,1,1,1,1,1
787,[1],[1],[1],[1],[2],[1],[1],[1],[1],[1],1956080,93,86,91,78,81,92,90,88,80,1,1,1,1,2,1,1,1,4,1
788,[2],[2],[1],[1],[1],[3],[2],[3],[3],[1],1981103,98,92,95,99,100,101,102,103,104,2,2,1,1,1,1,2,1,1,1
789,[1],[1],[1],[1],[1],[1],[1],[2],[1],[0],1991106,103,104,105,106,107,108,95,100,102,1,1,1,1,1,1,1,2,1,1
790,[1],[1],[1],[1],[2],[1],[2],[1],[1],[1],2008043,107,108,109,110,112,111,103,105,106,1,1,1,1,2,1,2,1,1,1
791,[1],[2],[1],[1],[2],[1],[1],[1],[2],[1],2004036,104,105,106,107,108,109,110,102,103,1,2,1,1,2,1,1,1,1,1
792,[1],[2],[4],[1],[2],[3],[1],[1],[2],[1],2002039,108,109,110,102,103,104,105,106,107,1,2,1,1,2,1,1,1,2,1
793,[1],[2],[1],[4],[4],[1],[1],[1],[2],[1],1997092,106,107,108,109,110,102,103,104,105,1,2,1,1,1,1,1,1,1,1
794,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1946090,86,84,81,80,79,78,85,82,87,1,1,1,1,1,1,1,1,1,1
795,[1],[1],[1],[2],[2],[1],[2],[1],[2],[0],1952108,88,86,84,81,80,79,78,87,89,1,1,1,2,2,1,2,1,1,0
796,[1],[1],[2],[1],[1],[1],[1],[1],[3],[1],2012017,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,1,1,1,1
797,[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],1972008,100,101,102,81,94,98,92,95,99,1,1,1,1,1,1,1,1,1,1
798,[1],[1],[2],[1],[1],[1],[1],[3],[1],[0],2013069,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,1,1,1,0
